ID		Funding Details	Funding Text 1	Funding Text 2	Funding Text 3	Funding Text 4
new_entry_						
new_entry_		"Wellcome Trust, WT: 208361/Z/17/Z

Engineering and Physical Sciences Research Council, EPSRC: EP/R004722/1, EP/R029407/1

Biotechnology and Biological Sciences Research Council, BBSRC: BB/N000145/1"	This work was supported by the BBSRC (BB/N000145/1), EPSRC (EP/R004722/1), HECBioSim (EP/R029407/1), and the Wellcome Trust (208361/Z/17/Z). Our thanks to Shanlin Rao and Charlotte Lynch for their interest in and helpful comments on this work.			
new_entry_		"HCF Research Foundation, HCFRF

National Health and Medical Research Council, NHMRC: ID 1109626

University of Sydney

NSW Ministry of Health"	This project was funded through a partnership agreement between the Capital Markets Cooperative Research Centre, the NSW Ministry of Health, and the University of Sydney, with additional funding from the HCF Research Foundation and the National Health and Medical Research Council (NHMRC) (project grant ID 1109626). The funding organisations had no role in the design and analysis of the study, nor in the writing of the article, nor in the decision to publish the study.	AGE receives salary support as the HCF Research Foundation Professorial Research Fellow, is a Ministerial appointee to the (Australian) Medicare Benefits Schedule (MBS) Review Taskforce, is a Board Member of the NSW Bureau of Health Information (BHI) and advisor to Cancer Australia. He has consulted on low-value care to Private Healthcare Australia, the Queensland, South Australia and Victoria state health departments, and the Department of Veterans Affairs. TBP receives salary support via a doctoral scholarship from the Capital Markets Cooperative Research Centre-Health Market Quality Program, and a University Postgraduate Award from the University of Sydney, and has received consulting fees from Queensland and Victorian state health departments. TBP is a member of the editorial board of BMC Health Services Research.		
new_entry_		National Health and Medical Research Council, NHMRC: APP1128012, APP1149990	Funding. CA and AK were supported by an Australian NHMRC Project grant (no. APP1128012). AK and SK were supported by an Australian NHMRC Program grant (no. APP1149990).			
new_entry_		Research Councils UK, RCUK: 2007-12	This work was supported by John Fell Fund, University of Oxford and Research Councils UK [Academic Fellowship 2007-12].			
new_entry_		"Alzheimer's Association, AA

Babraham Institute

Biotechnology and Biological Sciences Research Council, BBSRC: BBS/E/B/000C0427, BBS/E/B/000C0428

European Research Council, ERC

Institut National de la SantÃ© et de la Recherche MÃ©dicale, Inserm

Fonds Wetenschappelijk Onderzoek, FWO

Vlaams Instituut voor Biotechnologie, VIB"	The authors acknowledge Rachael Walker and the Babraham Institute Flow Cytometry Core, Pier-Andrée Penttila and the KUL FACS Core, Simon Walker and the Babraham Institute Imaging Core, Sebastian Munck and the VIB BioImaging Core, Dietmar Thal (KUL) for anatomical advice, Sonia Agüera for scientific illustrations, Chloë Verspecht (VIB), David Posner (Babraham Institute), Madhu V Seelam (VIB), and Steffie Junius (VIB) for technical help, Lars Vereecke (VIB), Alexander Rudensky (Sloan Kettering), Michelle Linterman (Babraham Institute), Rahul Roychoudhuri (Babraham Institute), Martin Turner (Babraham Institute), Roland Liblau (INSERM), and Anne Dejean (INSERM) for the provision mice. This work was supported by the VIB , the KUL , the Rega Institute , the ERC Consolidator Grant TissueTreg (to A.L.), Alzheimer’s Association Research Grant (to A.L.), the ERC Advanced Grant CellPhase AD (to B.D.S.), and the Biotechnology and Biological Sciences Research Council (BBSRC) through Institute Strategic Program Grant funding ( BBS/E/B/000C0427 and BBS/E/B/000C0428 ), and the BBSRC Core Capability Grant to the Babraham Institute. E.P. and V.L. were supported by fellowships from the FWO . R.M. was supported by the AARF .	The authors acknowledge Rachael Walker and the Babraham Institute Flow Cytometry Core, Pier-Andr?e Penttila and the KUL FACS Core, Simon Walker and the Babraham Institute Imaging Core, Sebastian Munck and the VIB BioImaging Core, Dietmar Thal (KUL) for anatomical advice, Sonia Ag?era for scientific illustrations, Chlo? Verspecht (VIB), David Posner (Babraham Institute), Madhu V Seelam (VIB), and Steffie Junius (VIB) for technical help, Lars Vereecke (VIB), Alexander Rudensky (Sloan Kettering), Michelle Linterman (Babraham Institute), Rahul Roychoudhuri (Babraham Institute), Martin Turner (Babraham Institute), Roland Liblau (INSERM), and Anne Dejean (INSERM) for the provision mice. This work was supported by the VIB, the KUL, the Rega Institute, the ERC Consolidator Grant TissueTreg (to A.L.), Alzheimer's Association Research Grant (to A.L.), the ERC Advanced Grant CellPhase AD (to B.D.S.), and the Biotechnology and Biological Sciences Research Council (BBSRC) through Institute Strategic Program Grant funding (BBS/E/B/000C0427 and BBS/E/B/000C0428), and the BBSRC Core Capability Grant to the Babraham Institute. E.P. and V.L. were supported by fellowships from the FWO. R.M. was supported by the AARF. Conceptualization, E.P. and A.L.; Methodology, E.P. O.T.B. C.P.R. B.D.S. D.C.F. J.D. and A.L.; Software, C.P.R. and V.L.; Formal Analysis, E.P. O.T.B. C.P.R. V.L. and R.Y.T.; Investigation, E.P. O.T.B. W.D.R. R.M. L.K. Z.C.-V. A.G.d.l.F. T.P. L.G.M. A.B. C.E.W. L.Y. A.M.-M. M.N. A.Y. A.M. P.L. S.P. and J.D.; Resources, T.T.; Data Curation, C.P.R. and V.L.; Writing ? Original Draft, A.L.; Writing ? Review & Editing, E.P. O.T.B. C.P.R. L.Y. and A.L.; Visualization, E.P. O.T.B. C.P.R. J.D. and A.L.; Supervision, J.R. B.D.S. D.C.F. and A.L.; Project Administration and Funding Acquisition, A.L. The authors declare no competing interests.		
new_entry_		"Economic and Social Research Council, ESRC: ES/J500136/1, ES/L01064X/1

Leverhulme Trust: RPG-2014-253"	Ruth Corps was supported by the Economic and Social Research Council [grant number ES/J500136/1 ]. Hugh Rabagliati was supported by grants from the Economic and Social Research Council [ ES/L01064X/1 ] and the Leverhulme Trust [ RPG-2014-253 ]. We thank Matthew Davis for sharing Matlab scripts used for vocoding.			
new_entry_		Science and Technology Facilities Council, STFC: 307209, ST/P000649/1	The authors would like to thank David Alonso for useful comments on a draft of this paper. RDPG acknowledges support from an STFC studentship. CD acknowledges support from an ERC Starting (Consolidator) Grant (no. 307209) and an STFC Consolidated Grant (ST/P000649/1).			
new_entry_		"National Institutes of Health, NIH: UM1AI109565

National Institute of Allergy and Infectious Diseases, NIAID

King's College Hospital NHS Foundation Trust

Immune Tolerance Network, ITN

Medical Research Council, MRC: G090218, MR/M008517/1

Food Standards Agency, FSA

Asthma UK

King's College London"	The research reported in this publication was sponsored by the Immune Tolerance Network and supported by the National Institute of Allergy and Infectious Diseases of the National Institutes of Health under award UM1AI109565. The content is solely the responsibility of the authors and does not necessarily represent the official views of the National Institutes of Health. Additional support came from the Medical Research Council (MRC Clinical Research Training Fellowship G090218, MRC Clinician Scientist Fellowship MR/M008517/1, and MRC Centenary Early Career Award awarded to A.F. Santos), the Asthma UK Centre, and the UK Department of Health through the National Institute for Health Research Comprehensive Biomedical Research Centre Award to Guy's & St. Thomas? NHS Foundation Trust, in partnership with King's College London and King's College Hospital NHS Foundation Trust. The Paediatric Allergy clinical trials unit is supported by the National Peanut Board, Atlanta, Ga, and The Davis Foundation. The UK Food Standards Agency provided additional support for the costs of phlebotomy.			
new_entry_		"797747

Natural Environment Research Council, NERC

European Research Council, ERC

Göteborgs Universitet"	We are very grateful to I. Sencic, L. Brettell, A.-L. Liabot, J. Galindo, M. Ravinet, and A. Butlin for their help with field sampling and mating experiments. This work was funded by the Natural Environment Research Council, European Research Council and Swedish Research Council VR and we are also very grateful for the support of the Linnaeus Centre for Marine Evolutionary Biology at the University of Gothenburg. The simulations were performed on resources at Chalmers Centre for Computational Science and Engineering (C3SE) provided by the Swedish National Infrastructure for Computing (SNIC). AMW was funded by the European Union's Horizon 2020 research and innovation program under Marie Sk?odowska-Curie grant agreement no. 797747. The authors declare no conflict of interest. Data collected during the mating experiment and data used for estimating the parameters of assortative mating and sexual selection have been deposited to Dryad (https://doi.org/10.5061/dryad.qrfj6q5cn). Codes are available at https://github.com/sam0per/L.saxatilis-Mate-choice/tree/master/scripts.			
new_entry_		Biotechnology and Biological Sciences Research Council, BBSRC: BB/L001330/1, SV3041	This work was funded by the Biotechnology and Biological Sciences Research Council sLoLa Grant BB/L001330/1. We are grateful to the animal staff at the Pirbright Institute for excellent animal care. The challenge strain A/ swine/England/1353/2009 was isolated under Defra surveillance programme SV3041. We are grateful to the animal staff at the Pirbright Institute for excellent animal care. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.			
new_entry_		"National Health and Medical Research Council, NHMRC

UCB

Eisai"	Dr Foster is supported by the National Health and Medical Research Council (NHMRC) of Australia, The Royal Australian College of Physicians Research Entry Scholarship and AVANT Doctors in Training Scholarship. This research funding is unrelated to this study.	Professor Kwan reports grants and non-financial support from UCB Pharma, during the conduct of the study; grants from Biscayne, grants and personal fees from Eisai, grants from GW Pharmaceuticals, grants and personal fees from LivaNova, grants and personal fees from UCB Pharma, grants from Zynerba. This funding is unrelated to this study.		
new_entry_		"NE/L002590/1

Natural Environment Research Council, NERC"	A.T.L.A was funded by a Natural Environment Research Council (NERC) studentship through the IAPETUS Doctoral Training Partnership. This manuscript was additionally supported by grant NE/L002590/1.			
new_entry_		Natural Environment Research Council, NERC: NE/N001370/1	This research was funded by UK Natural Environment Research Council (Grant No. NE/N001370/1 ).	We thank Sot Van Douen, Orn Samart, Khny Sokry, Toue Bann, Phok Sopanha, Sorn Chantouen, from the WCS Wildlife Monitoring Team, alongside the 29 local guides who participated in research. In addition, we thank Nao Sok, Tan Setha, WCS Cambodia for their support and input into the research, and H.E Chea Sam Ang from the Royal Government of Cambodia's Ministry of Environment for granting permission to conduct research. This research was funded by UK Natural Environment Research Council (Grant No. NE/N001370/1). Data available from http://reshare.ukdataservice.ac.uk/854333/		
new_entry_		"American Friends of the Alexander von Humboldt Foundation, AFAvH

Alexander von Humboldt-Stiftung

Economic and Social Research Council, ESRC: ES/J500021/1"	Peter J. Collins was supported by ESRC Grant (ES/J500021/1) from the Bloomsbury Doctoral Training Centre, held at Birkbeck, University of London. This grant also funded Experiments 1 to 4. He was also supported by a postdoctoral fellowship at the Munich Center for Mathematical Philosophy, funded by an Alexander von Humboldt Professorship to Professor Stephan Hartmann. Ulrike Hahn was supported by an Annaliese Maier Research Award from the Alexander von Humboldt Foundation. This grant also funded Experiments 5 and 6. The funders had no involvement in study design; in collection, analysis and interpretation of data; in writing the report; or in the decision to submit the article for publication.			
new_entry_		"Engineering and Physical Sciences Research Council, EPSRC: 1801045

Economic and Social Research Council, ESRC: ES/K007394/1"	The doctoral programme of the first author is funded by the Engineering and Physical Sciences Research Council (award reference 1801045). The work of the second and third authors is partly supported by the Economic and Social Research Council Centre for Population Change?phase II (grant ES/K007394/1). The authors thank Jakub Bijak, Jason Hilton and Peter Smith for their feedback during the initial research and writing phases of the project. The authors also acknowledge Carl Schmertmann and the reviewers, who provided helpful comments on earlier versions of this paper.			
new_entry_		Economic and Social Research Council, ESRC: IAA - ESRC				
new_entry_		Economic and Social Research Council, ESRC: ES/L008955/1	This work was supported by the International Centre for Language and Communicative Development (LuCiD).The support of the Economic and Social Research Council [ES/L008955/1] is gratefully acknowledged.	[*] This work was supported by the International Centre for Language and Communicative		
new_entry_		Medical Research Council, MRC: MR/K025643/1, MR/M005232/1, MR/P015298/1	This work was supported by UK Medical Research Council grants MR/P015298/1 (DMP, SD, AEA and NJW) and MR/M005232/1 (SD), and the ?ConDuCT-II hub for trials methodology research? grant MR/K025643/1 (NJW).			
new_entry_		"MR/L003120/1

Wellcome Trust, WT

Medical Research Council, MRC: G1100339, WT098503, WT207492

National Institute for Health Research, NIHR

British Heart Foundation, BHF: RG/13/13/30194, RG/18/13/33946

Wellcome Trust Centre for Mitochondrial Research, WCMR: 206194/Z/17/Z"	We acknowledge the Wellcome Sanger Institute’s DNA Pipelines for construction of the 10x sequencing libraries. We thank A. Muhwezi and A. Russell for assistance with parasite culture and 10x single-cell 3′ RNA-seq, respectively. In addition, we would like to thank M. Young for useful conversations about ambient RNA, M. Efremova for providing information about the maternal/fetal data and K. Gray for assistance in interpreting the previously unannotated cluster. The Wellcome Sanger Institute is funded by the Wellcome Trust (grant no. 206194/Z/17/Z), which supports M.K.N.L. and M.H. This work was supported by an MRC Career Development Award (G1100339) to M.K.N.L. R.D. was suppported by Wellcome Trust grant WT207492. We would like to acknowledge the Wellcome Sanger Institute as the source of the human iPSC lines that were generated under the Human iPSC Initiative funded by a grant from the Wellcome Trust and Medical Research Council and supported by the Wellcome Trust (WT098503) and the NIHR/Wellcome Trust Clinical Research Facility. We acknowledge Life Science Technologies Corporation as the provider of Cytotune (http://HipSci.org). The Cardiovascular Epidemiology Unit is supported by core funding from the UK Medical Research Council (MR/L003120/1), the British Heart Foundation (RG/13/13/30194; RG/18/13/33946) and the National Institute for Health Research (Cambridge Biomedical Research Centre at the Cambridge University Hospital’s NHS Foundation Trust). The views expressed are those of the authors and not necessarily those of the NHS, the NIHR or the Department of Health and Social Care.			
new_entry_		Biotechnology and Biological Sciences Research Council, BBSRC: BB/L022656/1	We are grateful to Jip Ramakers and one anonymous reviewer for constructive comments on this MS. We would also like to thank A. Grimmer, W. Lammers, A. Campbell and R. Woodward for technical and animal husbandry support. This work was supported by the Biotechnology and Biological Sciences Research Council (grant BB/L022656/1) and by a BBSRC studentship to PMP.			
new_entry_		"312090

Joint Programming Initiative on Antimicrobial Resistance, JPIAMR

Biotechnology and Biological Sciences Research Council, BBSRC: BB/CCG1860/1

Seventh Framework Programme, FP7

Quadram Institute Bioscience: BB/N023951/1"	The research leading to these results has received funding from the European Union Seventh Framework Programme (FP7/2007-2013) under grant agreement no. 312090 (Beneficial effects of dietary bioactive peptides and polyphenols on cardiovascular health in humans (with additional support from the Biotechnology and Biological Sciences Research Council (UK)) through an Institute Strategic Programme Grant (?Food Innovation and Health?; Grant No. BB/R012512/1) and its constituent project BBS/E/F/000PR10346 (Theme 3, Digestion and Fermentation in the Lower GI Tract) to Quadram Institute Bioscience and a grant (BB/N023951/1) to support the ?Gut and blood microbiomics for studying the effect of a polyphenol-rich dietary pattern on intestinal permeability in the elderly? (MaPLE) project within the Intestinal-Microbiomics call (2015) of the Joint Programming Initiative, ?A Healthy Diet for a Healthy Life? (JPI HDHL; http://www.healthydietforhealthylife.eu). G.M.S. was supported by the BBSRC Core Capability Grant BB/CCG1860/1.	The research leading to these results has received funding from the European Union Seventh Framework Programme (FP7/2007‐2013) under grant agreement no. 312090 (Beneficial effects of dietary bioactive peptides and polyphenols on cardiovascular health in humans (with additional support from the Biotechnology and Biological Sciences Research Council (UK)) through an Institute Strategic Programme Grant (“Food Innovation and Health”; Grant No. BB/R012512/1) and its constituent project BBS/E/F/000PR10346 (Theme 3, Digestion and Fermentation in the Lower GI Tract) to Quadram Institute Bioscience and a grant (BB/N023951/1) to support the “Gut and blood microbiomics for studying the effect of a polyphenol‐rich dietary pattern on intestinal permeability in the elderly” (MaPLE) project within the Intestinal‐Microbiomics call (2015) of the Joint Programming Initiative, “A Healthy Diet for a Healthy Life” (JPI HDHL; http://www.healthydietforhealthylife.eu ). G.M.S. was supported by the BBSRC Core Capability Grant BB/CCG1860/1.		
new_entry_		Economic and Social Research Council, ESRC: ES/L008955/1	This work was supported by the International Centre for Language and Communicative Development (LuCiD). The support of the Economic and Social Research Council [ ES/L008955/1 ] is gratefully acknowledged. We would like to thank the editor, Sarah Brown-Schmidt, and two anonymous reviewers for their helpful comments and recommendations on an earlier version of this manuscript. Further, we would like to thank all nurseries and schools for their participation, and the Manchester Museum for allowing us to use their space for this research project. We are also grateful to Eilidh Shaw and Meerab Mazhar, who helped with the data collection. Thanks also to Yu Li for technical support and to Felix Engelmann for helping with using the rstanarm package.			
new_entry_		"Heart of England NHS Foundation Trust, HEFT

Medical Research Council, MRC: MR/M004236/1

Research Councils UK, RCUK: 164587

Imperial College Healthcare NHS Trust

University College London, UCL

University of Liverpool

Public Health England, PHE"	Financial disclosure : This work is currently supported by the UK Medical Research Council (Award Number 164587). 1	Steering committee: Jonathan Ainsworth, Sris Allan, Jane Anderson, Ade Apoola, David Chadwick, Duncan Churchill, Valerie Delpech, David Dunn, Ian Fairley, Ashini Fox, Richard Gilson, Mark Gompels, Phillip Hay, Rajesh Hembrom, Teresa Hill, Margaret Johnson, Sophie Jose, Stephen Kegg, Clifford Leen, Dushyant Mital, Mark Nelson, Hajra Okhai, Chloe Orkin, Adrian Palfreeman, Andrew Phillips, Deenan Pillay, Ashley Price, Frank Post, Jillian Pritchard, Caroline Sabin, Achim Schwenk, Anjum Tariq, Roy Trevelion, Andy Ustianowski, John Walsh. Central co‐ordination : University College London (David Dunn, Teresa Hill, Hajra Okhai, Andrew Phillips, Caroline Sabin); Medical Research Council Clinical Trials Unit at UCL (MRC CTU at UCL), London (Nadine van Looy, Keith Fairbrother). Participating centres: Barts Health NHS Trust, London (Chloe Orkin, Janet Lynch, James Hand); Brighton and Sussex University Hospitals NHS Trust, Brighton (Duncan Churchill, Stuart Tilbury, Elaney Youssef, Duncan Churchill); Chelsea and Westminster Hospital NHS Foundation Trust, London (Mark Nelson, Richard Daly, David Asboe, Sundhiya Mandalia); Homerton University Hospital NHS Trust, London (Jane Anderson, Sajid Munshi); King’s College Hospital NHS Foundation Trust, London (Frank Post, Ade Adefisan, Chris Taylor, Zachary Gleisner, Fowzia Ibrahim, Lucy Campbell); South Tees Hospitals NHS Foundation Trust, Middlesbrough (David Chadwick, Kirsty Baillie); Mortimer Market Centre, University College London, London (Richard Gilson, Ian Williams); North Middlesex University Hospital NHS Trust, London (Jonathan Ainsworth, Achim Schwenk, Sheila Miller, Chris Wood); Royal Free NHS Foundation Trust/University College London, London (Margaret Johnson, Mike Youle, Fiona Lampe, Colette Smith, Rob Tsintas, Clinton Chaloner, Caroline Sabin, Andrew Phillips, Teresa Hill, Hajra Okhai); Imperial College Healthcare NHS Trust, London (John Walsh, Nicky Mackie, Alan Winston, Jonathan Weber, Farhan Ramzan, Mark Carder); The Lothian University Hospitals NHS Trust, Edinburgh (Clifford Leen, Andrew Kerr, David Wilks, Sheila Morris); North Bristol NHS Trust, Bristol (Mark Gompels, Sue Allan); University Hospitals of Leicester NHS Trust, Leicester (Adrian Palfreeman, Adam Lewszuk); Woolwich, Lewisham and Greenwich NHS Trust, London (Stephen Kegg, Victoria Ogunbiyi, Sue Mitchell), St. George’s Healthcare NHS Trust, London (Phillip Hay, Christopher Hunt, Olanike Okolo, Benjamin Watts); York Teaching Hospital NHS Foundation Trust, York (Ian Fairley, Sarah Russell‐Sharpe, Olatunde Fagbayimu); University Hospitals Coventry and Warwickshire NHS Trust, Coventry (Sris Allan, Debra Brain); The Royal Wolverhampton Hospitals NHS Trust, Wolverhampton (Anjum Tariq, Liz Radford, Sarah Milgate); Chertsey, Ashford and St. Peter’s Hospitals NHS Foundation Trust (Jillian Pritchard, Shirley Cumming, Claire Atkinson); Milton Keynes Hospital NHS Foundation Trust, Milton Keynes (Dushyant Mital, Annie Rose, Jeanette Smith); The Pennine Acute Hospitals NHS Trust (Andy Ustianowski, Cynthia Murphy, Ilise Gunder); Nottingham University Hospitals NHS Trust, Nottingham (Ashini Fox, Howard Gees, Gemma Squires, Laura Anderson), Kent Community Health NHS Foundation Trust (Rajesh Hembrom, Serena Mansfield, Lee Tomlinson, Christine LeHegerat, Roberta Box, Tom Hatton, Doreen Herbert), The Newcastle upon Tyne Hospitals NHS Foundation Trust, Newcastle (Ashley Price, Ian McVittie, Victoria Murtha, Laura Shewan); Derby Teaching Hospitals NHS Foundation Trust, Derby (Ade Apoola, Zak Connan, Luke Gregory, Kathleen Holding, Victoria Chester, Trusha Mistry, Catherine Gatford); Public Health England, London (Valerie Delpech); i‐Base (Roy Trevelion).	Financial disclosure: This work is currently supported by the UK Medical Research Council (Award Number 164587).	Steering committee: David Asboe, Anton Pozniak (Chelsea & Westminster Hospital, London); Patricia Cane (Public Health England, Porton Down); David Chadwick (South Tees Hospitals NHS Trust, Middlesbrough); Duncan Churchill (Brighton and Sussex University Hospitals NHS Trust, Brighton); Duncan Clark (Barts Health NHS Trust, London); Simon Collins (HIV i‐Base, London); Valerie Delpech (National Infection Service, Public Health England); Samuel Douthwaite (Guy’s and St. Thomas’ NHS Foundation Trust, London); David Dunn, Esther Fearnhill, Kholoud Porter, Anna Tostevin, Oliver Stirrup (Institute for Global Health, UCL, London); Christophe Fraser (University of Oxford,Oxford); Anna Maria Geretti (Institute of Infection and Global Health, University of Liverpool, Liverpool); Rory Gunson (Gartnavel General Hospital, Glasgow); Antony Hale (Leeds Teaching Hospitals NHS Trust, Leeds); Stéphane Hué (London School of Hygiene and Tropical Medicine, London); Linda Lazarus (Expert Advisory Group on AIDS Secretariat, Public Health England); Andrew Leigh‐Brown (University of Edinburgh, Edinburgh); Tamyo Mbisa (National Infection Service, Public Health England); Nicola Mackie (Imperial NHS Trust, London); Chloe Orkin (Barts Health NHS Trust, London); Eleni Nastouli, Deenan Pillay, Andrew Phillips, Caroline Sabin (University College London, London); Erasmus Smit (Public Health England, Birmingham Heartlands Hospital, Birmingham); Kate Templeton (Royal Infirmary of Edinburgh, Edinburgh); Peter Tilston (Manchester Royal Infirmary, Manchester); Erik Volz (Imperial College London, London); Ian Williams (Mortimer Market Centre, London); Hongyi Zhang (Addenbrooke’s Hospital, Cambridge). Coordinating centre: Institute for Global Health, UCL, London (David Dunn, Keith Fairbrother, Esther Fearnhill, Kholoud Porter, Anna Tostevin, Oliver Stirrup). Centres contributing data: Clinical Microbiology and Public Health Laboratory, Addenbrooke’s Hospital, Cambridge (Justine Dawkins); Guy’s and St Thomas’ NHS Foundation Trust, London (Siobhan O’Shea, Jane Mullen); PHE – Public Health Laboratory, Birmingham Heartlands Hospital, Birmingham (Erasmus Smit); Antiviral Unit, National Infection Service, Public Health England, London (Tamyo Mbisa); Imperial College Health NHS Trust, London (Alison Cox); King’s College Hospital, London (Richard Tandy); Medical Microbiology Laboratory, Leeds Teaching Hospitals NHS Trust, Leeds (Tracy Fawcett); Specialist Virology Centre, Liverpool (Mark Hopkins); Department of Clinical Virology, Manchester Royal Infirmary, Manchester (Peter Tilston); Department of Virology, Royal Free Hospital, London (Clare Booth, Ana Garcia‐Diaz); Edinburgh Specialist Virology Centre, Royal Infirmary of Edinburgh, Edinburgh (Lynne Renwick); Department of Infection & Tropical Medicine, Royal Victoria Infirmary, Newcastle (Matthias L. Schmid, Brendan Payne); South Tees Hospitals NHS Trust, Middlesbrough (David Chadwick); Department of Virology, Barts Health NHS Trust, London (Jonathan Hubb); Molecular Diagnostic Unit, Imperial College, London (Simon Dustan); University College London Hospitals, London (Stuart Kirk); West of Scotland Specialist Virology Laboratory, Gartnavel, Glasgow (Rory Gunson, Amanda Bradley‐Stewart).
new_entry_		"241796, FP7/2007-2013

Medical Research Council, MRC

European Commission, EC

Department for International Development, DFID: 106698/Z/14/Z, MR/K006924/1"	This study (registration number NCT01208519) was conducted by the SATURN consortium, supported by the European Commission under the 7th Frame-work Program.	R-GNOSIS Integrated project, grant agreement number 241796	We thank Jonas Schluter, Marc Lipsitch, Thomas Crellen, and Pierre Jacob for valuable feedback along the way. RN as well as the study were supported by funding from the European Community’s R-GNOSIS Integrated project (FP7/2007-2013) under grant agreement number 241796. RN and BSC were also supported by the Medical Research Council and Department for International Development (grant number MR/K006924/1). BSC works within the Wellcome Trust Major Overseas Programme in SE Asia (grant number 106698/Z/14/Z). The funders had no role in study design, data collection and interpretation, or the decision to submit the work for publication.	
new_entry_		"AG048075-01A1, R56

MIDASU01 GM110721-01

R56,AG048075-01A1, grantNumber206250/Z/17/Z

National Institutes of Health, NIH: R01AI114703, R56AG048075

National Institute of General Medical Sciences, NIGMS: MIDAS U01 GM110721-01

Wellcome Trust, WT: 200187/Z/15/Z

Medical Research Council, MRC

National Institute for Health Research, NIHR

Royal Society: 206250/Z/17/Z

European Commission, EC: MR/R015600/1

Department for International Development, DFID: 200861/Z/16/Z, CentreMR/R015600/1, UK,200187/Z/15/Z"	For funding we acknowledge: UK Medical Research Council (MRC) and the UK Department for International Development (DFID) under the MRC/DFID Concordat agreement, also part of the EDCTP2 programme supported by the European Union (UK, Centre MR/R015600/1) (JAH, KECA and SR); Wellcome Trust Investigator Award (UK, 200861/Z/16/Z) (SR); Wellcome Trust Collaborator Award (UK, 200187/Z/15/Z) (SR); National Institute for General Medical Sciences (US, MIDAS U01 GM110721-01) (SR); National Institute for Health Research (UK, for Health Protection Research Unit funding) (SR); Sir Henry Dale Fellowship jointly funded by the Wellcome Trust and the Royal Society (grant Number 206250/Z/17/Z) (AJK); DATC acknowledges support from NIH (R56AG048075); DATC and BY acknowledge support from NIH (R01AI114703); JL acknowledges support from NIH National Institute of Aging (R56, AG048075-01A1). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.	Funding:Forfundingweacknowledge:UKMedical ResearchCouncil(MRC)andtheUKDepartment forInternationalDevelopment(DFID)underthe MRC/DFIDConcordatagreement,alsopartofthe EDCTP2programmesupportedbytheEuropean Union(UK,CentreMR/R015600/1)(JAH,KECA andSR);WellcomeTrustInvestigatorAward(UK, 200861/Z/16/Z)(SR);WellcomeTrustCollaborator Award(UK,200187/Z/15/Z)(SR);NationalInstitute forGeneralMedicalSciences(US,MIDASU01 GM110721-01)(SR);NationalInstituteforHealth Research(UK,forHealthProtectionResearchUnit funding)(SR);SirHenryDaleFellowshipjointly fundedbytheWellcomeTrustandtheRoyal Society(grantNumber206250/Z/17/Z)(AJK); DATCacknowledgessupportfromNIH (R56AG048075);DATCandBYacknowledge supportfromNIH(R01AI114703);JL acknowledgessupportfromNIHNationalInstitute ofAging(R56,AG048075-01A1).Thefundershad noroleinstudydesign,datacollectionand analysis,decisiontopublish,orpreparationofthe manuscript.		
new_entry_		Economic and Social Research Council, ESRC: ES/K005294/1	This research was conducted under the auspices of the British Election Study (BES), which is funded by the Economic and Social Research Council (ESRC) : ES/K005294/1 .			
new_entry_		"King’s College London

King's College Hospital NHS Foundation Trust

NIHR Biomedical Research Centre, Royal Marsden NHS Foundation Trust/Institute of Cancer Research, BRC

Engineering and Physical Sciences Research Council, EPSRC: EP/P010741/1, EP/P01268X/1, EP/P101268X/1

National Institute for Health Research, NIHR

King's College London

Department of Health, Australian Government

Wellcome Trust Centre for Mitochondrial Research, WCMR"	This work was supported by the EPSRC (EP/P101268X/1), the Wellcome centre and the Department of Health via the National Institute for Health Research (NIHR) comprehensive Biomedical Research Centre award to Guy's & St Thomas? NHS Foundation Trust in partnership with King's College London and King's College Hospital NHS Foundation Trust.	This work was supported by the EPSRC ( EP/P101268X/1 ), the Wellcome centre and the Department of Health via the National Institute for Health Research (NIHR) comprehensive Biomedical Research Centre award to Guy’s & St Thomas’ NHS Foundation Trust in partnership with King’s College London and King’s College Hospital NHS Foundation Trust.		
new_entry_		"Medical Research Council, MRC

National Institute for Health Research, NIHR: 09/150/12"	All non-confidential data and syntax for analyses reported here are available online ( https://zenodo.org/record/1442883 ). The Efficacy & Mechanism Evaluation Programme, funded by the Medical Research Council and administered by the NIHR, funded this trial by grant 09/150/12. NIHR monitored the trial and appointed the independent members of the Trial Steering Committee and Data Monitoring & Ethics Committee. The grant holders were responsible for: study design; collecting, analysing, and interpreting data; writing this paper; and submitting it for publication.	The EME Programme is funded by the MRC and NIHR, with contributions from the CSO in Scotland and Health and Care Research Wales and the HSC R&D Division, Public Health Agency in Northern Ireland.	This peer-reviewed grant 09/150/12 was funded by the Efficacy and Mechanism Evaluation (EME) Programme, an MRC and NIHR partnership.	
new_entry_		"Medical Research Council, MRC: MR/L01341X/1

Public Health England, PHE: 204535/Z/16/Z"	The UK Small Area Health Statistics Unit (SAHSU) is part of the MRC-PHE Centre for Environment and Health, which is supported by the Medical Research Council (MR/L01341X/1) and Public Health England (PHE). Part of this work was supported by an Early Career MRC-PHE Fellowship awarded to A.B. and a Wellcome Trust Seed Award in Science awarded to F.B.P. (204535/Z/16/Z). P.E. is Director of SAHSU and Director of the MRC-PHE Centre for Environment and Health.			
